Status,Bacteroidaceae.Bacteroides___Enterobacteriaceae.,Bacteroidaceae.Bacteroides___Clostridiaceae.,Actinomycetaceae.Actinomyces___Bacteroidaceae.Bacteroides,Bifidobacteriaceae.___Enterococcaceae.Enterococcus,Enterobacteriaceae.Raoultella___Micrococcaceae.Rothia,Bacteroidaceae.Bacteroides___Clostridiaceae.Clostridium,Bacillaceae.Bacillus___Enterococcaceae.Enterococcus,Odoribacteraceae.Odoribacter___Peptostreptococcaceae.,Enterococcaceae.Enterococcus___Listeriaceae.Listeria,Bacteroidaceae.Bacteroides___Peptostreptococcaceae.Clostridium.,Erysipelotrichaceae.Holdemania___Peptostreptococcaceae.,Actinomycetaceae.Mobiluncus___Micrococcaceae.Rothia,Bacteroidaceae.Bacteroides___Erysipelotrichaceae.Eubacterium.,Bacteroidaceae.Bacteroides___Lachnospiraceae.Ruminococcus.,Coriobacteriaceae.Collinsella___Enterococcaceae.Enterococcus,Bacteroidaceae.Bacteroides___Enterobacteriaceae.Proteus,Bifidobacteriaceae.Bifidobacterium___Enterobacteriaceae.,Clostridiaceae.___Lachnospiraceae.Dorea,Alcaligenaceae.Sutterella___Lachnospiraceae.Blautia
Cesarean,1.3134062258134487,0.9822778072928398,-1.2013341062508442,0.45481163864427093,0.5914239128950941,0.6848719986188228,0.6406530254680382,0.6220152765361523,-0.7907466721071705,0.9465450940932224,2.2965478380189768,0.42723252801956246,-0.018914532392514453,0.7641788463122222,1.169158889537656,0.8557402914142233,0.29979955019063437,-0.9979813168169938,0.3009875985983364
Cesarean,-1.0954941353264236,-1.9525866764422217,0.9552691266228155,0.45481163864427093,-0.9299673941585826,-1.8328187113043541,0.6406530254680382,-1.4990006426640015,-0.7907466721071705,-1.9685683791338213,-1.4329182550190562,-0.8951384357755146,-0.09473027738597493,0.04443978938911856,0.1990183596897869,-0.5868308467830846,-0.96560683133247,2.8661169252052683,0.2577154779193735
Cesarean,-1.90037988629293,-0.6243288035580423,0.7269306577231802,0.45481163864427093,-2.598116293584601,-1.3080429942419978,0.6406530254680382,0.6220152765361523,-0.1802649600416821,-0.9589307289145638,0.655254193547756,-2.345068941924945,-0.7559900822260207,-0.28248763948553596,-0.1488392278765913,-2.0620286143592517,0.14889385499096597,0.5819126017465046,0.7247153823942454
Cesarean,-1.5350819174938612,-0.3434907925530976,0.7805416490697478,-1.8984768992210352,-3.0622799502019094,-0.06682663684535017,-1.910809961618708,0.6220152765361523,0.4103876105371271,-0.5885218144457022,0.655254193547756,-2.748513170318989,0.011816936835401491,0.04443978938911861,-2.009981171116524,-0.47739243210249405,-0.23812772963208928,-0.005912874947217795,0.7431797034659882
Cesarean,-1.047162561599794,-1.886058060178385,0.7115662116239189,-0.4778345853458576,-2.785253991894898,-2.092441409834357,-0.3705329308089598,-1.690114891977258,-0.31731754863632233,-2.3357915532695173,-1.6210731417089055,-2.5077262788833248,-0.4193178687279212,-0.20437029336105364,-0.5331314325340267,-0.9202262497604736,1.048566730333592,2.2860370628171194,-0.36303906791063645
Cesarean,-1.6018712832265476,-1.827625875334955,1.0840372659348743,-1.5411332003342544,0.5914239128950941,-1.6484918692901054,-1.5233737391972322,-0.25227097238011204,1.9590635349847574,-1.6197262155322971,-0.20549392277766762,0.42723252801956246,-1.4015399119575684,0.5502904907379226,-1.3678465045631645,-0.7105045523283295,0.21832725225777025,2.5171626271120644,1.0402143188755841
Cesarean,-1.8147435193067833,-2.1613679948547646,1.637910265469294,-0.5471371669696503,0.03712232503520933,-1.9807704705127736,-0.44567160125991234,-1.2810349599579447,0.5896366926308816,-1.856118766098758,-1.2183277235479475,-0.054558265429184606,-1.730431731931421,-2.492358609690066,-0.5875356315017275,-1.2601402696751558,0.5403801732822486,-0.26441162606168916,-2.165981422972155
Cesarean,0.4251843282032464,-0.11487223635025486,-0.7903756658880504,0.3405998642346586,0.7715236317492756,0.2579121009299693,0.5168232823631124,-1.1264567891559931,-0.6333972820296566,0.33456805989019406,-1.066143162132579,0.42723252801956246,0.20484644156188964,0.15484710957767042,1.7584761990101359,0.7218738409150761,0.36805074581918795,0.34330869354222543,0.8939125474625171
Cesarean,-1.887527095031202,-0.4052570973944398,0.43391446991280036,-1.9249405186466475,-1.4884014927006881,-0.9509315759369166,-1.5872768373373982,0.6220152765361523,0.46151226019009867,-0.6581618898521795,0.655254193547756,-1.3805211467726304,-0.16835171879068195,-0.052411918512361516,-1.6691445113831351,-0.905518319532741,-1.9690268060828808,0.3323761838001564,0.8285894134277646
Cesarean,1.3559448818371238,0.23234116091684584,-0.6474059950011786,1.1052453596688572,-0.3797043577379642,0.3221714906526179,0.6406530254680382,0.6220152765361523,-0.24099255816107293,0.7665819606344388,0.655254193547756,-0.41685789188210426,0.4007873887133152,0.46414857765387385,0.36922041539394185,0.6400278959171697,1.5444709243377956,0.9406397761244863,-0.5674015865558601
