Status,Clostridiaceae.___Rikenellaceae.,Alcaligenaceae.Sutterella___Lachnospiraceae.Anaerostipes,Bacteroidaceae.Bacteroides___Enterobacteriaceae.Proteus,Enterobacteriaceae.Proteus___Rikenellaceae.,Bacteroidaceae.Bacteroides___Erysipelotrichaceae.Clostridium,Bacteroidaceae.Bacteroides___Ruminococcaceae.Anaerotruncus
Cesarean,0.4401175469191476,-0.8635370067271739,-2.1875654472570982,1.608305405785789,-0.9474833066544732,-0.9502287070990945
Cesarean,0.7721372946397177,-0.8635370067271739,0.9572988626525764,-0.027394054434516934,1.1251911329508757,1.5013740772569768
Cesarean,0.39176077944790305,-0.8635370067271739,-1.5828108650407724,1.0491015597001216,-0.9532291913039775,-0.9570250599349002
Cesarean,0.8878385320850072,-0.8635370067271739,0.12529299944602734,0.9398199321172716,-0.07959726806160747,0.9438737573434428
Cesarean,0.8956242145446224,0.4607976845095951,0.6057993043884298,0.24856195481901422,0.7210467247812061,-0.0697398998199368
Cesarean,-1.239406686115599,0.2958519341630237,0.7473121022860105,-1.7290186464441233,0.8837542008223942,0.14434321137771058
Cesarean,-0.32991972337953396,-0.8635370067271739,-1.0355702003996767,0.4569019519541283,-1.1661542446203976,-1.2088772773381764
Cesarean,0.044716950480139746,0.44306261318596496,0.8909603541549372,0.03403957979024457,-0.11542913652029736,0.6864761741688286
Cesarean,0.8958836101933945,-0.8635370067271739,0.764916072990907,0.4569019519541283,-0.482160582615222,-0.07575962435189522
Cesarean,0.8367719624657889,-0.8635370067271739,0.6926013153542712,0.4569019519541283,-0.3913077908954092,-0.020933023316100217
Cesarean,1.5441409104413957,-0.8635370067271739,-0.9629014383270429,0.08527218830599617,-1.1585020618606738,-1.1100496049659325
Cesarean,1.2689873192880485,-0.8635370067271739,-1.9824308603253196,1.93779453652252,-1.9572764828802156,-0.7363634510321986
Cesarean,1.7910526559066242,-0.5887461479910548,0.7579449444089542,0.4569019519541283,0.895979546732244,-0.06497066133276871
Cesarean,1.5215813049995999,-0.8635370067271739,-0.894874586852683,-0.034108464290109684,-1.0043863443993455,-1.01753481321396
Cesarean,1.4666205271655892,0.3838359832327844,-1.8669627237054398,2.3825374680399056,-0.4759774610178215,-2.328334426839533
Cesarean,0.9821039443300287,-0.8635370067271739,-0.6458681286681054,0.20545285389199697,-1.4978045356475773,-1.9210480427028602
Cesarean,1.075556437230634,-0.2698605787678659,-0.755415099388709,0.4569019519541283,-0.8440397075412185,-0.827873449194647
Cesarean,1.2438979246701056,-0.32824315946361854,-2.08693040194453,1.880536769738653,-0.9443630231569964,-0.946537970356159
Cesarean,0.22141336127037164,-0.8635370067271739,-0.7136695382160743,0.4569019519541283,-0.796041823284571,-0.7711005453375401
Cesarean,0.5392268168288891,-0.393331484757684,0.7825305965350144,0.4569019519541283,0.9242474452099004,0.27649769470396157
Cesarean,-0.4046376537446589,-0.8635370067271739,-0.9352656428716438,0.4569019519541283,-1.0508268563326886,-1.0724656244340685
Cesarean,-0.5588328252218416,-0.8635370067271739,-0.9483224559242304,0.4569019519541283,-1.0658392165466781,-1.0902225588551737
Cesarean,-0.5588328252218416,-0.8635370067271739,-2.115981403255994,1.1762167948224598,-1.6855388149780706,-1.8232162369496543
Vaginal,-0.25178395435944734,-0.44795044459803834,-0.8182871938186081,-0.012455185001422158,-0.9163282916840878,-0.9133779021735533
Vaginal,-0.5588328252218416,-0.8635370067271739,0.906827029013902,0.4569019519541283,1.0671600235068877,1.4327336642844302
Vaginal,0.1689956372469572,-0.8635370067271739,0.7506974241449895,0.4569019519541283,0.8876465496660668,1.2204013636162245
Vaginal,0.20719887061961,-0.7503046137406537,0.8356574234856579,0.2700837756639817,1.06269039459215,1.4274468934906068
Vaginal,-0.34938823451914824,1.909551506262012,0.8396378713756288,-1.026253888135449,0.9899078002516523,0.004542840377319924
Vaginal,-1.1652518442233208,0.366353626242038,0.8187014567864789,-1.3810011467962096,0.7123785741175759,0.7910346855776323
Vaginal,1.386852542008997,-0.8635370067271739,-0.8751868597689032,0.4569019519541283,-2.7876075050162137,-0.9907600039768746
Vaginal,0.10629955841195789,-0.5581251646724125,-0.7634211301963658,0.4569019519541283,-0.853244818917538,-0.8387614479315783
Vaginal,-1.6407867697946543,0.8078782650794791,0.14996402622922606,-0.8552352840651385,0.19694001004085043,0.40341918669482135
Vaginal,-1.7288818382430546,1.182853388082323,0.8642704137480289,-1.5484416746579217,0.6639482872282633,0.6622642483369914
Vaginal,-2.303458863997201,1.573268595253349,0.8327162651648259,-1.4963992982897218,0.9819495300920456,1.3319449060885418
Vaginal,-1.0340471645452456,1.6700174451250844,0.6011740883521081,-1.6314935598181504,0.7157287801246401,1.0170534212503708
Vaginal,-1.1261803788345113,0.5658244288145082,0.7579801420288464,-1.6637023691614188,0.8960200159758772,-0.09862012300017149
Vaginal,-0.4089421339782204,2.0330582337823224,0.7993889120002218,-0.7482420084368866,0.9436306670838346,1.2866205515014433
Vaginal,-0.06335365380756829,-0.8635370067271739,0.678602180055702,0.4569019519541283,0.8047534447694257,1.1223536611477076
Vaginal,-0.7045290216294856,0.4129423273734928,0.16392824724000923,-0.7845563593535082,0.21299568266764898,0.4224101729126394
Vaginal,-1.1182963672578017,0.8917002378987515,0.6753551128070409,-1.9593731925572162,0.801020057228406,0.18052874124986523
Vaginal,-0.49118254502174535,1.4231592998603886,0.809450181836684,-1.396632212118737,0.7658303245474657,0.3724135799475207
Vaginal,-0.28191536710492354,1.601759023343795,0.7530415295519844,-0.9868140538826896,0.8903417368153074,0.3353651204266233
Vaginal,1.0734967632531807,2.3291491759187637,0.7569691004694994,0.4569019519541283,0.8948575485330867,1.2289306842671517
Vaginal,-0.05805768593184264,1.5144561957907166,0.8579194432804937,0.00861528347627277,0.6702600178608936,0.24205008833978553
Vaginal,1.1278427050167705,1.3381689498589546,0.7148127837490973,0.4569019519541283,0.8463873889809179,0.008690955957089078
Vaginal,0.4790657325396526,-0.8635370067271739,1.0492354796517576,0.11523935443057491,1.2308972961385225,1.6264055433871694
Vaginal,-0.5588328252218416,-0.8635370067271739,-0.2805388357562785,0.4569019519541283,-0.2980401977059068,-0.18205378114095422
Vaginal,-0.5588328252218416,-0.8635370067271739,-0.9365434204130921,0.20038558808865733,-1.0522960093831542,-1.0742033694654844
Vaginal,-1.5933020402438138,0.11040987156201122,0.6596623633350794,-1.0022746756312284,0.7829769706902011,1.0965959910255008
Vaginal,-1.108767282216521,0.6611226580159845,0.6962695170790564,-1.1838135742322686,0.8250668571119582,1.000201782292136
Vaginal,-1.17293056694663,0.35915429863381004,0.09162868852711654,-0.44208658110692295,0.12986766250384463,0.32408460774071846
