ID,Label,Str,meanAbund
Bifidobacterium_bifidum,Bifidobacterium_bifidum,43.76290639812614,0.0017908629719030201
Clostridium_ramosum,Clostridium_ramosum,14.73325601722422,1.8974430378155185e-4
Parabacteroides_merdae,,6.571978375584407,1.6694270843886866e-4
Klebsiella_pneumoniae,Klebsiella_pneumoniae,8.82539367967754,6.585825762318093e-4
Klebsiella_oxytoca,,5.301520233379313,8.497646144789137e-4
Bifidobacterium_dentium,,0.6716417203155264,7.0001697722753e-5
Bifidobacterium_breve,,2.248472102240136,0.013193382587022566
Bacteroides_caccae,,0.7683158283908126,6.538460525985695e-5
Bacteroides_massiliensis,,1.0338607418294563,2.0408297662170203e-5
Alistipes_unclassified,,1.3744679011703997,2.4356655314951682e-5
Enterobacter_cloacae,,3.0210672478099037,7.530749439957907e-5
Parabacteroides_distasonis,,7.9166385116848,0.0010745208366960406
Sutterella_wadsworthensis,,3.3741947009555404,4.7230336091125254e-5
Roseburia_unclassified,,1.2778309755404063,3.2296908326245644e-5
Lactobacillus_phage_Lc_Nu,,0.22753917476813812,3.2336990309923506e-5
Granulicatella_unclassified,,0.189413667597249,2.2594331345823264e-5
Streptococcus_peroris,,0.11134447216166568,3.351911330111068e-5
Rothia_mucilaginosa,,0.1600965833419409,2.4813629874326987e-5
Human_endogenous_retrovirus_K,,0.29446386236006794,5.6387045561204156e-5
Bacteroides_uniformis,,4.5630603131272425,0.003179949085891663
Bacteroides_vulgatus,,4.5630603131272425,0.0074110451534166455
Bifidobacterium_longum,,1.2785685330104946,0.7076385374475135
Streptococcus_parasanguinis,Streptococcus_parasanguinis,16.88152203815543,4.0123919700561816e-4
Bacteroides_ovatus,,4.5696048388356685,7.992069593309998e-4
Citrobacter_unclassified,,4.9131451090515466,5.792475395238483e-5
Clostridium_perfringens,,6.865977524192791,7.146146718881536e-5
Bacteroides_thetaiotaomicron,Bacteroides_thetaiotaomicron,10.522691056168725,8.067765770261482e-5
Escherichia_coli,,0.5985806685269623,0.26193152057427566
