ID,Label,Str,meanAbund
Bacteroidaceae.Bacteroides,Bacteroidaceae.Bacteroides,1.0010904502024656,0.8950437431067746
S24.7.,S24.7.,0.5034377636216056,4.8300955805452393e-4
Rikenellaceae.,Rikenellaceae.,0.4823702568813525,0.03189247875960059
Coriobacteriaceae.Collinsella,Coriobacteriaceae.Collinsella,0.2611627333872469,9.821832212250391e-4
Lachnospiraceae.Lachnospira,Lachnospiraceae.Lachnospira,2.982114609138493,0.025621935102561826
Moraxellaceae.,,0.2086590254641546,3.398305654974646e-4
Pasteurellaceae.Aggregatibacter,,0.1998843804372356,5.647174211032382e-4
Lactobacillaceae.,,0.19553415195209806,4.832558636779326e-4
Porphyromonadaceae.Porphyromonas,,0.2465000845770756,7.451925616674588e-4
Veillonellaceae.Megasphaera,,0.17158421743661778,0.0010761858810962488
Alcaligenaceae.Sutterella,,0.11633555562701807,0.018755429225341996
Moraxellaceae.Enhydrobacter,,0.11633555562701807,3.5818733446852936e-4
Veillonellaceae.Dialister,,0.1683401847346679,0.006715037630356266
Clostridiaceae.SMB53,,0.16582222834494006,0.002020890217040233
Campylobacteraceae.Campylobacter,,0.16670653705404317,0.0010956957919785167
Enterococcaceae.Enterococcus,,0.1894666385052471,0.002687367071095407
Peptostreptococcaceae.,,0.1894666385052471,0.00604196256475559
Tissierellaceae.Peptoniphilus,,0.19007356220200353,8.23759698484791e-4
Enterobacteriaceae.Citrobacter,,0.20096518427105647,5.786283376774833e-4
Erysipelotrichaceae.Bulleidia,,0.21415942818642594,4.6039369361826116e-4
Clostridiaceae.02d06,,0.21461182153867883,4.2827902832684363e-4
Christensenellaceae.,,0.21552523007760707,6.443918162917292e-4
Odoribacteraceae.Butyricimonas,,0.22185337577330852,5.477258451563376e-4
Bacillaceae.Anaerobacillus,,0.22304965336128163,3.640434681823121e-4
Enterobacteriaceae.Aquamonas,,0.22331490763464648,4.278587323389604e-4
Enterococcaceae.,,0.22388409644303628,3.5286309396085204e-4
Comamonadaceae.,,0.2505067497245815,4.6495440966701196e-4
